assembly,reaction,flux,description
SRR9220228.asm1,EX_ala__L_e,0.8507324048481396,L-Alanine
SRR9220228.asm1,EX_amp_e,-0.1,AMP C10H12N5O7P
SRR9220228.asm1,EX_arab__L_e,-0.0178783,L-Arabinose
SRR9220228.asm1,EX_arg__L_e,-0.015,L-Arginine
SRR9220228.asm1,EX_asn__L_e,-0.0225,L-Asparagine
SRR9220228.asm1,EX_asp__L_e,-0.0225,L-Aspartate
SRR9220228.asm1,EX_ca2_e,-0.0003884005498209,Calcium
SRR9220228.asm1,EX_cellb_e,-0.074493,Cellobiose
SRR9220228.asm1,EX_cgly_e,0.1,Cys Gly C5H10N2O3S
SRR9220228.asm1,EX_cit_e,-0.1,Citrate
SRR9220228.asm1,EX_cl_e,-0.0003884005498209,Chloride
SRR9220228.asm1,EX_co2_e,2.30726854086169,CO2 CO2
SRR9220228.asm1,EX_cobalt2_e,-7.462066278979977e-06,Co2+
SRR9220228.asm1,EX_cu2_e,-5.290604991796804e-05,Copper
SRR9220228.asm1,EX_cytd_e,-0.1,Cytidine
SRR9220228.asm1,EX_dad_2_e,-0.1,Deoxyadenosine
SRR9220228.asm1,EX_dcyt_e,-0.1,Deoxycytidine
SRR9220228.asm1,EX_dgsn_e,-0.1,Deoxyguanosine
SRR9220228.asm1,EX_drib_e,-0.0178783,Deoxyribose C5H10O4
SRR9220228.asm1,EX_etoh_e,0.411893722844258,Ethanol
SRR9220228.asm1,EX_fe2_e,-0.0005010777506335,Fe2+ mitochondria
SRR9220228.asm1,EX_fe3_e,-0.0005826381350627,Iron (Fe3+)
SRR9220228.asm1,EX_fol_e,-4.992122340637605e-05,Folate
SRR9220228.asm1,EX_for_e,0.6042922708097503,Formate
SRR9220228.asm1,EX_fru_e,-0.0148986,D-Fructose
SRR9220228.asm1,EX_fuc__L_e,-0.0148986,L-Fucose
SRR9220228.asm1,EX_fum_e,-0.1,Fumarate
SRR9220228.asm1,EX_gal_e,-0.0148986,D-Galactose
SRR9220228.asm1,EX_gam_e,-0.1,D-Glucosamine
SRR9220228.asm1,EX_glc__D_e,-0.0148986,D-Glucose
SRR9220228.asm1,EX_glcn_e,-0.0148986,D-Gluconate
SRR9220228.asm1,EX_gln__L_e,-0.018,L-Glutamine
SRR9220228.asm1,EX_glu__L_e,-0.018,L-Glutamate
SRR9220228.asm1,EX_gly_e,-0.045,Glycine
SRR9220228.asm1,EX_glyc3p_e,-0.1,Glycerol 3-phosphate
SRR9220228.asm1,EX_glyc_e,-0.1799655,Glycerol
SRR9220228.asm1,EX_gsn_e,-0.1,Guanosine
SRR9220228.asm1,EX_gthrd_e,-0.1,Reduced glutathione
SRR9220228.asm1,EX_gua_e,0.1819333674699732,Guanine
SRR9220228.asm1,EX_h2_e,3.974574122115828,Hydrogen
SRR9220228.asm1,EX_h2o_e,-1.870402737539356,H2O H2O
SRR9220228.asm1,EX_h2s_e,-0.0037669831792431,Hydrogen sulfide
SRR9220228.asm1,EX_h_e,-0.1,H+
SRR9220228.asm1,EX_his__L_e,-0.00706941235138,L-Histidine
SRR9220228.asm1,EX_hxan_e,0.2847552224540318,Hypoxanthine
SRR9220228.asm1,EX_ile__L_e,-0.015,L-Isoleucine
SRR9220228.asm1,EX_k_e,-0.0145654310319293,Potassium
SRR9220228.asm1,EX_lac__L_e,0.6144303345865392,L-Lactate
SRR9220228.asm1,EX_lcts_e,-0.0074493,Lactose C12H22O11
SRR9220228.asm1,EX_leu__L_e,0.4487092084246273,L-Leucine
SRR9220228.asm1,EX_lys__L_e,-0.015,L-Lysine
SRR9220228.asm1,EX_malt_e,-0.0074493,Maltose C12H22O11
SRR9220228.asm1,EX_man_e,-0.0148986,D-Mannose
SRR9220228.asm1,EX_melib_e,-0.0074493,Melibiose C12H22O11
SRR9220228.asm1,EX_met__L_e,-0.0145945502101289,L-Methionine
SRR9220228.asm1,EX_mg2_e,-0.0006473342497015,Magnesium
SRR9220228.asm1,EX_mn2_e,-5.156287798775164e-05,Manganese
SRR9220228.asm1,EX_mnl_e,-0.0148986,D-Mannitol
SRR9220228.asm1,EX_nmn_e,-0.0001699858698349,NMN C11H14N2O8P
SRR9220228.asm1,EX_no2_e,-0.1,Nitrite
SRR9220228.asm1,EX_o2_e,-0.001,O2 O2
SRR9220228.asm1,EX_orn_e,-0.1,Ornithine
SRR9220228.asm1,EX_phe__L_e,-0.0138245970917522,L-Phenylalanine
SRR9220228.asm1,EX_pi_e,0.1265870726374547,Phosphate
SRR9220228.asm1,EX_pnto__R_e,-4.298150176695881e-05,(R)-Pantothenate
SRR9220228.asm1,EX_pro__L_e,-0.018,L-Proline
SRR9220228.asm1,EX_ptrc_e,-0.1,Putrescine
SRR9220228.asm1,EX_pydx_e,-1.6640407802125347e-05,Pyridoxal
SRR9220228.asm1,EX_raffin_e,-0.004701945,Raffinose C18H32O16
SRR9220228.asm1,EX_rib__D_e,-0.0178783,D-Ribose
SRR9220228.asm1,EX_ribflv_e,-3.328081560426295e-05,Riboflavin C17H20N4O6
SRR9220228.asm1,EX_rmn_e,-0.0148986,L-Rhamnose
SRR9220228.asm1,EX_ser__L_e,-0.0168179956749538,L-Serine
SRR9220228.asm1,EX_so4_e,-0.0003237044351821,Sulfate
SRR9220228.asm1,EX_succ_e,0.4927132909766636,Succinate
SRR9220228.asm1,EX_sucr_e,-0.0074493,Sucrose C12H22O11
SRR9220228.asm1,EX_thm_e,-1.6640407802125347e-05,Thiamin
SRR9220228.asm1,EX_thr__L_e,-0.0225,L-Threonine
SRR9220228.asm1,EX_thym_e,0.1018319450865899,Thymine C5H6N2O2
SRR9220228.asm1,EX_thymd_e,-0.1,Thymidine C10H14N2O5
SRR9220228.asm1,EX_tre_e,-0.074493,Trehalose
SRR9220228.asm1,EX_trp__L_e,-0.0042416623349605,L-Tryptophan
SRR9220228.asm1,EX_tyr__L_e,-0.0102898909160622,L-Tyrosine
SRR9220228.asm1,EX_ura_e,0.2734839127658582,Uracil
SRR9220228.asm1,EX_uri_e,-0.1,Uridine
SRR9220228.asm1,EX_xyl__D_e,-0.0178783,D-Xylose
SRR9220228.asm1,EX_xylan4_e,-3.21e-05,"Xylan (4 backbone units, 1 glcur side chain)"
SRR9220228.asm1,EX_zn2_e,-2.544564601132172e-05,Zinc
SRR9220275.asm1,EX_12ppd__S_e,0.0297972,"(S)-Propane-1,2-diol"
SRR9220275.asm1,EX_2mpa_e,1.876806270201993,2 methylpropanoic acid
SRR9220275.asm1,EX_acgam_e,-0.1,N-Acetyl-D-glucosamine
SRR9220275.asm1,EX_acmana_e,-0.1,N-Acetyl-D-mannosamine
SRR9220275.asm1,EX_acnam_e,-0.1,N-Acetylneuraminate
SRR9220275.asm1,EX_adn_e,-0.0133582953495357,Adenosine
SRR9220275.asm1,EX_ala__D_e,-0.1,D-Alanine
SRR9220275.asm1,EX_ala__L_e,-0.1,L-Alanine
SRR9220275.asm1,EX_arab__L_e,-0.0178783,L-Arabinose
SRR9220275.asm1,EX_arg__L_e,-0.015,L-Arginine
SRR9220275.asm1,EX_asn__L_e,-0.0157617776349301,L-Asparagine
SRR9220275.asm1,EX_asp__L_e,-0.0225,L-Aspartate
SRR9220275.asm1,EX_ca2_e,-0.0003403374855937,Calcium
SRR9220275.asm1,EX_cellb_e,-0.074493,Cellobiose
SRR9220275.asm1,EX_cgly_e,-0.1,Cys Gly C5H10N2O3S
SRR9220275.asm1,EX_cit_e,-0.1,Citrate
SRR9220275.asm1,EX_cl_e,-0.0003403374855937,Chloride
SRR9220275.asm1,EX_co2_e,2.340425568554042,CO2 CO2
SRR9220275.asm1,EX_cobalt2_e,-6.538664468660743e-06,Co2+
SRR9220275.asm1,EX_cu2_e,-4.6359131082804666e-05,Copper
SRR9220275.asm1,EX_cys__L_e,-0.1,L-Cysteine
SRR9220275.asm1,EX_cytd_e,-0.1,Cytidine
SRR9220275.asm1,EX_dcyt_e,-0.1,Deoxycytidine
SRR9220275.asm1,EX_dgsn_e,-0.0158309567050085,Deoxyguanosine
SRR9220275.asm1,EX_drib_e,-0.0178783,Deoxyribose C5H10O4
SRR9220275.asm1,EX_fe2_e,-0.0004390713190705,Fe2+ mitochondria
SRR9220275.asm1,EX_fe3_e,-0.000510538921713,Iron (Fe3+)
SRR9220275.asm1,EX_fol_e,-4.374366529534546e-05,Folate
SRR9220275.asm1,EX_for_e,0.9345281586897672,Formate
SRR9220275.asm1,EX_fru_e,-0.0148986,D-Fructose
SRR9220275.asm1,EX_fuc__L_e,-0.0148986,L-Fucose
SRR9220275.asm1,EX_fum_e,-0.1,Fumarate
SRR9220275.asm1,EX_gal_e,-0.0148986,D-Galactose
SRR9220275.asm1,EX_gam_e,-0.1,D-Glucosamine
SRR9220275.asm1,EX_glc__D_e,-0.0148986,D-Glucose
SRR9220275.asm1,EX_gln__L_e,-0.018,L-Glutamine
SRR9220275.asm1,EX_glu__L_e,-0.018,L-Glutamate
SRR9220275.asm1,EX_gly_e,-0.045,Glycine
SRR9220275.asm1,EX_glyc3p_e,-0.1,Glycerol 3-phosphate
SRR9220275.asm1,EX_glyc_e,-0.1799655,Glycerol
SRR9220275.asm1,EX_h2o_e,-0.0008861918461042,H2O H2O
SRR9220275.asm1,EX_h2s_e,0.2936905811076105,Hydrogen sulfide
SRR9220275.asm1,EX_h_e,0.5790669279535766,H+
SRR9220275.asm1,EX_his__L_e,-0.0061945999443198,L-Histidine
SRR9220275.asm1,EX_ibtol_e,0.0019155417752332,Isobutanol
SRR9220275.asm1,EX_ile__L_e,-0.015,L-Isoleucine
SRR9220275.asm1,EX_k_e,-0.0127630153363129,Potassium
SRR9220275.asm1,EX_lcts_e,-0.0074493,Lactose C12H22O11
SRR9220275.asm1,EX_leu__L_e,-0.015,L-Leucine
SRR9220275.asm1,EX_lys__L_e,-0.015,L-Lysine
SRR9220275.asm1,EX_malt_e,-0.0074493,Maltose C12H22O11
SRR9220275.asm1,EX_man_e,-0.0148986,D-Mannose
SRR9220275.asm1,EX_melib_e,-0.0074493,Melibiose C12H22O11
SRR9220275.asm1,EX_meoh_e,-3.76627073394864e-05,Methanol
SRR9220275.asm1,EX_met__L_e,-0.010063593097071,L-Methionine
SRR9220275.asm1,EX_mg2_e,-0.0005672291426563,Magnesium
SRR9220275.asm1,EX_mn2_e,-4.518217147844574e-05,Manganese
SRR9220275.asm1,EX_mnl_e,-0.0148986,D-Mannitol
SRR9220275.asm1,EX_nh4_e,1.362440625245738,Ammonium
SRR9220275.asm1,EX_no2_e,-0.1,Nitrite
SRR9220275.asm1,EX_o2_e,-0.001,O2 O2
SRR9220275.asm1,EX_orn_e,-0.1,Ornithine
SRR9220275.asm1,EX_phe__L_e,-0.0121138567278643,L-Phenylalanine
SRR9220275.asm1,EX_pi_e,-0.0627664056740672,Phosphate
SRR9220275.asm1,EX_ppap_e,0.0982890930551302,Propanoyl phosphate
SRR9220275.asm1,EX_ptrc_e,0.081205108853661,Putrescine
SRR9220275.asm1,EX_raffin_e,-0.004701945,Raffinose C18H32O16
SRR9220275.asm1,EX_rib__D_e,-0.0178783,D-Ribose
SRR9220275.asm1,EX_ribflv_e,-2.916244353022673e-05,Riboflavin C17H20N4O6
SRR9220275.asm1,EX_rmn_e,-0.0148986,L-Rhamnose
SRR9220275.asm1,EX_ser__L_e,-0.1,L-Serine
SRR9220275.asm1,EX_so4_e,-0.1,Sulfate
SRR9220275.asm1,EX_succ_e,0.1043408464051409,Succinate
SRR9220275.asm1,EX_sucr_e,-0.0074493,Sucrose C12H22O11
SRR9220275.asm1,EX_thm_e,-1.4581221765119778e-05,Thiamin
SRR9220275.asm1,EX_thr__L_e,-0.0225,L-Threonine
SRR9220275.asm1,EX_thymd_e,-0.1,Thymidine C10H14N2O5
SRR9220275.asm1,EX_tre_e,-0.074493,Trehalose
SRR9220275.asm1,EX_trp__L_e,-0.0037167730439208,L-Tryptophan
SRR9220275.asm1,EX_tyr__L_e,-0.0090165567557044,L-Tyrosine
SRR9220275.asm1,EX_ura_e,0.2800813318157634,Uracil
SRR9220275.asm1,EX_uri_e,-0.1,Uridine
SRR9220275.asm1,EX_val__L_e,-0.018,L-Valine
SRR9220275.asm1,EX_xyl__D_e,-0.0178783,D-Xylose
SRR9220275.asm1,EX_zn2_e,-2.229684583813313e-05,Zinc
SRR9220414.asm1,EX_2mpa_e,1.51235721693197,2 methylpropanoic acid
SRR9220414.asm1,EX_acgam_e,-0.1,N-Acetyl-D-glucosamine
SRR9220414.asm1,EX_acmana_e,-0.1,N-Acetyl-D-mannosamine
SRR9220414.asm1,EX_acnam_e,-0.1,N-Acetylneuraminate
SRR9220414.asm1,EX_ade_e,-0.0079754271118328,Adenine
SRR9220414.asm1,EX_ala__D_e,-0.1,D-Alanine
SRR9220414.asm1,EX_ala__L_e,-0.1,L-Alanine
SRR9220414.asm1,EX_arab__L_e,-0.0178783,L-Arabinose
SRR9220414.asm1,EX_arg__L_e,-0.011547245119914,L-Arginine
SRR9220414.asm1,EX_asn__L_e,-0.0094104004583656,L-Asparagine
SRR9220414.asm1,EX_ca2_e,-0.0002031948492493,Calcium
SRR9220414.asm1,EX_cellb_e,-0.074493,Cellobiose
SRR9220414.asm1,EX_cit_e,-0.1,Citrate
SRR9220414.asm1,EX_cl_e,-0.0002031948492493,Chloride
SRR9220414.asm1,EX_co2_e,1.913104061933673,CO2 CO2
SRR9220414.asm1,EX_cobalt2_e,-3.903839562907075e-06,Co2+
SRR9220414.asm1,EX_cu2_e,-2.767822250101116e-05,Copper
SRR9220414.asm1,EX_drib_e,-0.0178783,Deoxyribose C5H10O4
SRR9220414.asm1,EX_fe2_e,-0.0002621428266492,Fe2+ mitochondria
SRR9220414.asm1,EX_fe3_e,-0.0003048117930717,Iron (Fe3+)
SRR9220414.asm1,EX_fol_e,-2.6116686675847767e-05,Folate
SRR9220414.asm1,EX_fru_e,-0.0148986,D-Fructose
SRR9220414.asm1,EX_gal_e,-0.0148986,D-Galactose
SRR9220414.asm1,EX_gam_e,-0.1,D-Glucosamine
SRR9220414.asm1,EX_glc__D_e,-0.0148986,D-Glucose
SRR9220414.asm1,EX_gln__L_e,-0.018,L-Glutamine
SRR9220414.asm1,EX_glu__L_e,-0.018,L-Glutamate
SRR9220414.asm1,EX_gly_e,-0.045,Glycine
SRR9220414.asm1,EX_glyc3p_e,-0.0659944590286711,Glycerol 3-phosphate
SRR9220414.asm1,EX_glyc_e,-0.1799655,Glycerol
SRR9220414.asm1,EX_gua_e,-0.0094517030809412,Guanine
SRR9220414.asm1,EX_h2o_e,0.7544425961026626,H2O H2O
SRR9220414.asm1,EX_h2s_e,-0.0037630671082689,Hydrogen sulfide
SRR9220414.asm1,EX_h_e,0.9060477726955508,H+
SRR9220414.asm1,EX_his__L_e,-0.0036984195251069,L-Histidine
SRR9220414.asm1,EX_ibtol_e,0.0036582139562817,Isobutanol
SRR9220414.asm1,EX_ile__L_e,-0.015,L-Isoleucine
SRR9220414.asm1,EX_inost_e,3.21e-05,Myo-Inositol
SRR9220414.asm1,EX_k_e,-0.0076200215580252,Potassium
SRR9220414.asm1,EX_lcts_e,-0.0074493,Lactose C12H22O11
SRR9220414.asm1,EX_leu__L_e,-0.015,L-Leucine
SRR9220414.asm1,EX_lys__L_e,-0.015,L-Lysine
SRR9220414.asm1,EX_malt_e,-0.0074493,Maltose C12H22O11
SRR9220414.asm1,EX_man_e,-0.0148986,D-Mannose
SRR9220414.asm1,EX_melib_e,-0.0074493,Melibiose C12H22O11
SRR9220414.asm1,EX_meoh_e,-2.2486115882625057e-05,Methanol
SRR9220414.asm1,EX_met__L_e,-0.0060122642724375,L-Methionine
SRR9220414.asm1,EX_mg2_e,-0.0003386580820821,Magnesium
SRR9220414.asm1,EX_mn2_e,-2.697553137968789e-05,Manganese
SRR9220414.asm1,EX_mnl1p_e,0.0148986,D-Mannitol 1-phosphate
SRR9220414.asm1,EX_mnl_e,-0.0148986,D-Mannitol
SRR9220414.asm1,EX_ncam_e,-8.892946524304349e-05,Nicotinamide
SRR9220414.asm1,EX_nh4_e,0.7329945290484426,Ammonium
SRR9220414.asm1,EX_no2_e,-0.0407575695062745,Nitrite
SRR9220414.asm1,EX_o2_e,-0.001,O2 O2
SRR9220414.asm1,EX_orn_e,-0.0086296325457715,Ornithine
SRR9220414.asm1,EX_phe__L_e,-0.0072324483662197,L-Phenylalanine
SRR9220414.asm1,EX_ppap_e,0.0126003703676108,Propanoyl phosphate
SRR9220414.asm1,EX_raffin_e,-0.004701945,Raffinose C18H32O16
SRR9220414.asm1,EX_rib__D_e,-0.0178783,D-Ribose
SRR9220414.asm1,EX_ribflv_e,-1.7411124450565077e-05,Riboflavin C17H20N4O6
SRR9220414.asm1,EX_ser__L_e,-0.1,L-Serine
SRR9220414.asm1,EX_sucr_e,-0.0074493,Sucrose C12H22O11
SRR9220414.asm1,EX_thm_e,-8.705562225282778e-06,Thiamin
SRR9220414.asm1,EX_thr__L_e,-0.0225,L-Threonine
SRR9220414.asm1,EX_tre_e,-0.074493,Trehalose
SRR9220414.asm1,EX_trp__L_e,-0.0022190595227432,L-Tryptophan
SRR9220414.asm1,EX_tyr__L_e,-0.0053832386036663,L-Tyrosine
SRR9220414.asm1,EX_ura_e,-0.0129137060821184,Uracil
SRR9220414.asm1,EX_val__L_e,-0.018,L-Valine
SRR9220414.asm1,EX_xyl__D_e,-0.0178783,D-Xylose
SRR9220414.asm1,EX_xylan4_e,-3.21e-05,"Xylan (4 backbone units, 1 glcur side chain)"
SRR9220414.asm1,EX_zn2_e,-1.3312092909513124e-05,Zinc
SRR9220281.asm1,EX_2mpa_e,1.8187338966381488,2 methylpropanoic acid
SRR9220281.asm1,EX_acgam_e,-0.1,N-Acetyl-D-glucosamine
SRR9220281.asm1,EX_acmana_e,-0.1,N-Acetyl-D-mannosamine
SRR9220281.asm1,EX_acnam_e,-0.1,N-Acetylneuraminate
SRR9220281.asm1,EX_adn_e,-0.0374447919314523,Adenosine
SRR9220281.asm1,EX_ala__D_e,-0.1,D-Alanine
SRR9220281.asm1,EX_ala__L_e,-0.1,L-Alanine
SRR9220281.asm1,EX_arab__L_e,-0.0178783,L-Arabinose
SRR9220281.asm1,EX_arg__L_e,-0.015,L-Arginine
SRR9220281.asm1,EX_asn__L_e,-0.0225,L-Asparagine
SRR9220281.asm1,EX_asp__L_e,-0.0225,L-Aspartate
SRR9220281.asm1,EX_ca2_e,-0.000412526558552,Calcium
SRR9220281.asm1,EX_cellb_e,-0.074493,Cellobiose
SRR9220281.asm1,EX_cit_e,-0.001237658931479,Citrate
SRR9220281.asm1,EX_cl_e,-0.000412526558552,Chloride
SRR9220281.asm1,EX_co2_e,3.346332551916714,CO2 CO2
SRR9220281.asm1,EX_cobalt2_e,-7.925582296868829e-06,Co2+
SRR9220281.asm1,EX_cu2_e,-5.619237848479999e-05,Copper
SRR9220281.asm1,EX_cys__L_e,-0.1,L-Cysteine
SRR9220281.asm1,EX_cytd_e,-0.1,Cytidine
SRR9220281.asm1,EX_dcyt_e,-0.1,Deoxycytidine
SRR9220281.asm1,EX_dgsn_e,-0.1,Deoxyguanosine
SRR9220281.asm1,EX_drib_e,-0.0178783,Deoxyribose C5H10O4
SRR9220281.asm1,EX_fe2_e,-0.0005322028512347,Fe2+ mitochondria
SRR9220281.asm1,EX_fe3_e,-0.0006188294657395,Iron (Fe3+)
SRR9220281.asm1,EX_fol_e,-5.3022145566052926e-05,Folate
SRR9220281.asm1,EX_fru_e,-0.0148986,D-Fructose
SRR9220281.asm1,EX_fum_e,-0.1,Fumarate
SRR9220281.asm1,EX_gal_e,-0.0148986,D-Galactose
SRR9220281.asm1,EX_gam_e,-0.1,D-Glucosamine
SRR9220281.asm1,EX_glc__D_e,-0.0148986,D-Glucose
SRR9220281.asm1,EX_glcn_e,-0.0148986,D-Gluconate
SRR9220281.asm1,EX_gln__L_e,-0.018,L-Glutamine
SRR9220281.asm1,EX_glu__L_e,-0.018,L-Glutamate
SRR9220281.asm1,EX_gly_e,-0.0449999999999959,Glycine
SRR9220281.asm1,EX_glyc3p_e,-0.0781536122386592,Glycerol 3-phosphate
SRR9220281.asm1,EX_glyc_e,-0.1799655,Glycerol
SRR9220281.asm1,EX_gua_e,0.1,Guanine
SRR9220281.asm1,EX_h2_e,2.7658900143032104,Hydrogen
SRR9220281.asm1,EX_h2o_e,-0.9906160216878716,H2O H2O
SRR9220281.asm1,EX_h2s_e,0.0927040259607944,Hydrogen sulfide
SRR9220281.asm1,EX_h_e,0.6156708464648546,H+
SRR9220281.asm1,EX_his__L_e,-0.0075085381564075,L-Histidine
SRR9220281.asm1,EX_ile__L_e,-0.015,L-Isoleucine
SRR9220281.asm1,EX_k_e,-0.0154701818527271,Potassium
SRR9220281.asm1,EX_lcts_e,-0.0074493,Lactose C12H22O11
SRR9220281.asm1,EX_leu__L_e,-0.015,L-Leucine
SRR9220281.asm1,EX_lys__L_e,-0.015,L-Lysine
SRR9220281.asm1,EX_malt_e,-0.0074493,Maltose C12H22O11
SRR9220281.asm1,EX_man_e,-0.0148986,D-Mannose
SRR9220281.asm1,EX_melib_e,-0.0074493,Melibiose C12H22O11
SRR9220281.asm1,EX_meoh_e,-4.565135402995191e-05,Methanol
SRR9220281.asm1,EX_met__L_e,-0.0122061100395847,L-Methionine
SRR9220281.asm1,EX_mg2_e,-0.0006875442642533,Magnesium
SRR9220281.asm1,EX_mn2_e,-5.47657736713636e-05,Manganese
SRR9220281.asm1,EX_mnl_e,-0.0148986,D-Mannitol
SRR9220281.asm1,EX_nac_e,-0.0001805447647227,Nicotinate
SRR9220281.asm1,EX_nh4_e,0.8616098498387975,Ammonium
SRR9220281.asm1,EX_o2_e,-0.001,O2 O2
SRR9220281.asm1,EX_orn_e,-0.0084432383875542,Ornithine
SRR9220281.asm1,EX_phe__L_e,-0.014683330042294,L-Phenylalanine
SRR9220281.asm1,EX_pro__L_e,-0.0175198959463433,L-Proline
SRR9220281.asm1,EX_pydxn_e,-0.1,Pyridoxine
SRR9220281.asm1,EX_raffin_e,-0.004701945,Raffinose C18H32O16
SRR9220281.asm1,EX_rib__D_e,-0.0178783,D-Ribose
SRR9220281.asm1,EX_ribflv_e,-3.534809704403497e-05,Riboflavin C17H20N4O6
SRR9220281.asm1,EX_ser__L_e,-0.1,L-Serine
SRR9220281.asm1,EX_so4_e,-0.0003438117600381,Sulfate
SRR9220281.asm1,EX_sucr_e,-0.0074493,Sucrose C12H22O11
SRR9220281.asm1,EX_thm_e,-1.7674048522042796e-05,Thiamin
SRR9220281.asm1,EX_thr__L_e,-0.0225,L-Threonine
SRR9220281.asm1,EX_thym_e,0.1,Thymine C5H6N2O2
SRR9220281.asm1,EX_thymd_e,-0.1,Thymidine C10H14N2O5
SRR9220281.asm1,EX_tre_e,-0.074493,Trehalose
SRR9220281.asm1,EX_trp__L_e,-0.0045051387450091,L-Tryptophan
SRR9220281.asm1,EX_tyr__L_e,-0.0109290609640902,L-Tyrosine
SRR9220281.asm1,EX_ura_e,0.2737825700410727,Uracil
SRR9220281.asm1,EX_urea_e,0.0020642,Urea CH4N2O
SRR9220281.asm1,EX_uri_e,-0.1,Uridine
SRR9220281.asm1,EX_xyl__D_e,-0.0178783,D-Xylose
SRR9220281.asm1,EX_xylan4_e,-3.21e-05,"Xylan (4 backbone units, 1 glcur side chain)"
SRR9220281.asm1,EX_zn2_e,-2.7026235632322704e-05,Zinc
SRR9220271.asm1,EX_2h3mb_e,0.1837364923173647,2 hydroxy 3 methyl butanoate
SRR9220271.asm1,EX_2mpa_e,1.3991638320364972,2 methylpropanoic acid
SRR9220271.asm1,EX_abt__L_e,0.0178783,L Arabinitol C5H12O5
SRR9220271.asm1,EX_acgam_e,-0.1,N-Acetyl-D-glucosamine
SRR9220271.asm1,EX_acmana_e,-0.1,N-Acetyl-D-mannosamine
SRR9220271.asm1,EX_acnam_e,-0.1,N-Acetylneuraminate
SRR9220271.asm1,EX_adn_e,-0.0120365899840111,Adenosine
SRR9220271.asm1,EX_ala__D_e,-0.1,D-Alanine
SRR9220271.asm1,EX_ala__L_e,-0.1,L-Alanine
SRR9220271.asm1,EX_arab__L_e,-0.0178783,L-Arabinose
SRR9220271.asm1,EX_arg__L_e,-0.015,L-Arginine
SRR9220271.asm1,EX_asn__L_e,-0.0225,L-Asparagine
SRR9220271.asm1,EX_asp__L_e,-0.0225,L-Aspartate
SRR9220271.asm1,EX_ca2_e,-0.0003066635871636,Calcium
SRR9220271.asm1,EX_cellb_e,-0.074493,Cellobiose
SRR9220271.asm1,EX_cgly_e,-0.1,Cys Gly C5H10N2O3S
SRR9220271.asm1,EX_ch4s_e,0.0089321256413629,Methanethiol CH4S
SRR9220271.asm1,EX_cl_e,-0.0003066635871636,Chloride
SRR9220271.asm1,EX_co2_e,1.5978055496905108,CO2 CO2
SRR9220271.asm1,EX_cobalt2_e,-5.891711568946938e-06,Co2+
SRR9220271.asm1,EX_cu2_e,-4.17722350238338e-05,Copper
SRR9220271.asm1,EX_cys__L_e,-0.1,L-Cysteine
SRR9220271.asm1,EX_cytd_e,-0.1,Cytidine
SRR9220271.asm1,EX_dcyt_e,-0.1,Deoxycytidine
SRR9220271.asm1,EX_dgsn_e,-0.0142645996309245,Deoxyguanosine
SRR9220271.asm1,EX_drib_e,-0.0178783,Deoxyribose C5H10O4
SRR9220271.asm1,EX_fe2_e,-0.0003956284318547,Fe2+ mitochondria
SRR9220271.asm1,EX_fe3_e,-0.0004600248393033,Iron (Fe3+)
SRR9220271.asm1,EX_fol_e,-3.9415550396257326e-05,Folate
SRR9220271.asm1,EX_for_e,1.1025269153986148,Formate
SRR9220271.asm1,EX_fru_e,-0.0148986,D-Fructose
SRR9220271.asm1,EX_fuc__L_e,-0.0148986,L-Fucose
SRR9220271.asm1,EX_fum_e,0.0015203518738221,Fumarate
SRR9220271.asm1,EX_gal_e,-0.0148986,D-Galactose
SRR9220271.asm1,EX_gam_e,-0.1,D-Glucosamine
SRR9220271.asm1,EX_glc__D_e,-0.0148986,D-Glucose
SRR9220271.asm1,EX_gln__L_e,-0.018,L-Glutamine
SRR9220271.asm1,EX_glu__L_e,-0.018,L-Glutamate
SRR9220271.asm1,EX_gly_e,-0.045,Glycine
SRR9220271.asm1,EX_glyc3p_e,-0.0579635421720345,Glycerol 3-phosphate
SRR9220271.asm1,EX_glyc_e,-0.1799655,Glycerol
SRR9220271.asm1,EX_h2o_e,0.1363063686952043,H2O H2O
SRR9220271.asm1,EX_h2s_e,0.2943148518386604,Hydrogen sulfide
SRR9220271.asm1,EX_h_e,0.4496736360987958,H+
SRR9220271.asm1,EX_his__L_e,-0.0055816897061889,L-Histidine
SRR9220271.asm1,EX_ibtol_e,0.0143684886093026,Isobutanol
SRR9220271.asm1,EX_ile__L_e,-0.015,L-Isoleucine
SRR9220271.asm1,EX_inost_e,3.21e-05,Myo-Inositol
SRR9220271.asm1,EX_k_e,-0.0115002085627745,Potassium
SRR9220271.asm1,EX_lcts_e,-0.0074493,Lactose C12H22O11
SRR9220271.asm1,EX_leu__L_e,-0.015,L-Leucine
SRR9220271.asm1,EX_lys__L_e,-0.015,L-Lysine
SRR9220271.asm1,EX_malt_e,-0.0074493,Maltose C12H22O11
SRR9220271.asm1,EX_man_e,-0.0148986,D-Mannose
SRR9220271.asm1,EX_met__L_e,-0.0180000000000134,L-Methionine
SRR9220271.asm1,EX_mg2_e,-0.0005111059786061,Magnesium
SRR9220271.asm1,EX_mn2_e,-4.071172694142334e-05,Manganese
SRR9220271.asm1,EX_nh4_e,1.2119318130442915,Ammonium
SRR9220271.asm1,EX_nmn_e,-0.0001342131895403,NMN C11H14N2O8P
SRR9220271.asm1,EX_no2_e,-0.1,Nitrite
SRR9220271.asm1,EX_o2_e,-0.001,O2 O2
